name,material,city,height,completed
The Lex,concrete,Chicago,118.3199997,2010
Union Bank of California Building,steel,San Diego,118.3000031,1969
The Carlyle,concrete,Chicago,118.2600021,1967
Westin Bonaventure Hotel,mixed/composite,Los Angeles,118.2600021,1976
DoubleTree by Hilton Grand Hotel Biscayne Bay,concrete,Miami,118.25,1978
Loews Midtown,concrete,Atlanta,118.1900024,2010
Chelsea Tower,concrete,New York City,118,2003
1132 Bishop Street,steel,Honolulu,118,1991
The Aurora,concrete,New York City,118,2003
John F. Kennedy Federal Building,steel,Boston,118,1967
New York Marriott East Side,steel,New York City,117.9599991,1924
1412 Broadway,steel,New York City,117.9599991,1927
The Fairbanks at Cityfront Plaza,mixed/composite,Chicago,117.9100037,2008
Civil Courts Building,steel,St. Louis,117.6999969,1929
Hyatt Regency Waikiki Diamond Head Tower,concrete,Honolulu,117.6500015,1976
Hyatt Regency Waikiki Ewa Tower,concrete,Honolulu,117.6500015,1976
The Centria,concrete,New York City,117.6500015,2006
LaSalle Plaza,concrete,Minneapolis,117.6299973,1991
The Setai Hotel and Residences,concrete,Miami Beach,117.5,2004
Northwestern Medicine 259 East Erie,mixed/composite,Chicago,117.4700012,2014
621 17th Street,steel,Denver,117.4000015,1957
Avalon Riverview North,concrete,New York City,117.3499985,2007
Liberty Tower,steel,New York City,117.3499985,1910
Charles Towers South Apartments,concrete,Baltimore,117.3499985,1969
200 Madison Avenue,steel,New York City,117.3499985,1926
Hilton San Diego Bayfront,concrete,San Diego,117.3000031,2008
Wachovia Tower,concrete,Phoenix,117.3000031,2010
Colorado Apartments,concrete,New York City,117,1987
33 Beekman Street,concrete,New York City,117,2015
Everett McKinley Dirksen United States Courthouse,steel,Chicago,116.7399979,1964
1100 Alakea Plaza,concrete,Honolulu,116.5,1993
230 Peachtree Building,steel,Atlanta,116.4400024,1965
101 Federal Street,steel,Boston,116.3000031,1988
The Milan Condominium,concrete,New York City,116.2600021,2005
Century Square,steel,Seattle,116.1299973,1986
The Mark,concrete,San Diego,116.0999985,2007
First National Bank Center,steel,San Diego,116,1982
801 Tower,steel,Los Angeles,116,1992
44 Monroe,concrete,Phoenix,115.8199997,2008
Park Tower,mixed/composite,Sacramento,115.8199997,1991
Harbor Court,concrete,Honolulu,115.8000031,1994
Oakwood Yacht Club at Brickell,concrete,Miami,115.8000031,1998
The Millennium,concrete,Sunny Isles Beach,115.8000031,1998
Sapphire Tower,concrete,San Diego,115.8000031,2008
Kilbourn Tower,concrete,Milwaukee,115.75,2005
Oak Tower,concrete,Kansas City,115.5199966,1913
NINE at Mary Brickell Village,concrete,Miami,115.5,2015
535 Mission Street,mixed/composite,San Francisco,115.3700027,2015
Alta at K Station - West Tower,concrete,Chicago,115.3099976,2010
Outer Drive East,concrete,Chicago,115.2200012,1963
Shell Building,steel,San Francisco,115.2200012,1929
The Grand Beekman,concrete,New York City,115.2099991,2003
Jehovah`s Witnesses Dormitory,concrete,New York City,115.2099991,1995
505 West 37th Street West Tower,concrete,New York City,115,2008
Austin Hilton Covention Center Hotel,concrete,Austin,114.9100037,2004
99 West City Creek Condominium Tower,concrete,Salt Lake City,114.9100037,2011
Endeavor Condominium,concrete,Honolulu,114.9000015,1976
Resolution Condominium,concrete,Honolulu,114.9000015,1976
Museum Tower,concrete,Miami,114.9000015,1986
Coastal States Insurance Building,steel,Atlanta,114.9000015,1971
Canadian Pacific Plaza,steel,Minneapolis,114.7600021,1960
JW Marriott Indianapolis Downtown,concrete,Indianapolis,114.7099991,2011
Skyline on Brickell,concrete,Miami,114.6600037,2004
1700 East 56th Street,concrete,Chicago,114.6100006,1968
New York Hospital Cornell Medical Center,steel,New York City,114.6100006,1932
Mutual of New York Building,steel,New York City,114.5999985,1950
5 Houston Center,concrete,Houston,114.5,2003
Tapa Tower,concrete,Honolulu,114.3000031,1982
The One,concrete,Jersey City,114.3000031,2015
The Pinnacle Honolulu,concrete,Honolulu,114.3000031,2008
1400 Museum Park,concrete,Chicago,114.3000031,2008
Omni San Diego Hotel and The Metropolitan,concrete,San Diego,114.3000031,2004
SunTrust International Center,concrete,Miami,114.3000031,1973
33 West Monroe,steel,Chicago,114.3000031,1980
388 Market Street,steel,San Francisco,114.3000031,1985
Mellon Bank Center,steel,Los Angeles,114.3000031,1982
LPM Apartments,concrete,Minneapolis,114.0999985,2014
One Lincoln Park,concrete,Denver,114,2009
Trinity Court,steel,New York City,114,1927
Viad Tower,mixed/composite,Phoenix,114,1991
Astoria Tower,concrete,Chicago,113.8799973,2009
Capitol Place,concrete,Honolulu,113.6999969,2008
The Watermark Waikiki,concrete,Honolulu,113.6999969,2008
City-County Building,steel,Indianapolis,113.4599991,1962
The Windsor,concrete,Honolulu,113.4000015,1983
2800 North Lake Shore Drive,concrete,Chicago,113.4000015,1968
Honolulu Park Place,concrete,Honolulu,113.4000015,1989
Two Renaissance Square,steel,Phoenix,113.4000015,1990
Wells Fargo Plaza,steel,Phoenix,113.4000015,1971
Brookdale Plaza,concrete,Chicago,113.3899994,1990
Renaissance Tower,steel,Sacramento,113.3899994,1989
Fox Tower,steel,Portland,113.3899994,2000
Joe Serna Junior California EPA Building,steel,Sacramento,113.3899994,2000
Three AT&T Plaza,steel,Dallas,113.3899994,1928
Meridian Condominiums,concrete,San Diego,113.0999985,1985
Sheraton Seattle Hotel,steel,Seattle,113.0800018,1982
One Georgia Center,steel,Atlanta,113.0800018,1968
Bristol Tower,concrete,Miami,113,1993
Western Union Building,steel,New York City,113,1930
Archstone 101 West End,concrete,New York City,112.7799988,2000
11 West 42nd Street,steel,New York City,112.7799988,1927
222 Second Street,mixed/composite,San Francisco,112.7799988,2015
Franklin Towers,concrete,Honolulu,112.75,1982
Canterbury Place,concrete,Honolulu,112.75,1978
Terminus 200,concrete,Atlanta,112.6500015,2009
Broderick Tower Lofts,steel,Detroit,112.5999985,1928
Ohana Maile Sky Court,concrete,Honolulu,112.5,1984
"Pacific Beach Hotel, Oceanarium Tower",concrete,Honolulu,112.5,1979
NeoVertika,concrete,Miami,112.5,2006
Normandie Court Apartments I,concrete,New York City,112.5,1987
Normandie Court Apartments II-IV,concrete,New York City,112.5,1986
Arkadia Tower,concrete,Chicago,112.4199982,2015
Sheraton Chicago Hotel & Towers,concrete,Chicago,112.3399963,1992
1720 South Michigan,concrete,Chicago,112.2200012,2008
Bay Parc Plaza,concrete,Miami,112.1999969,2000
Treasure Island Hotel & Casino,concrete,Las Vegas,112.1999969,1993
Chiquita Center,steel,Cincinnati,112.1999969,1984
Phoenix City Hall,concrete,Phoenix,112.1999969,1994
Grand Waikikian,concrete,Honolulu,112.1699982,2008
Chelsea Landmark,concrete,New York City,112.1699982,2007
The Admiral at the Lake,concrete,Chicago,112.1699982,2012
New United States Mission to the United Nations,concrete,New York City,112.1600037,2009
Trump International Hotel Waikiki Beach Walk,concrete,Honolulu,112.0899963,2009
Roybal Federal Building,steel,Los Angeles,112,1991
Hawthorne House,concrete,Chicago,111.8600006,1966
1111 South Wabash,concrete,Chicago,111.8600006,2004
177 Huntington,concrete,Boston,111.8600006,1973
Standard Insurance Center,steel,Portland,111.8600006,1970
Buhl Building,steel,Detroit,111.5999985,1925
One East Delaware,concrete,Chicago,111.5599976,1989
Hotel Inter-Continental Miami,mixed/composite,Miami,111.5599976,1982
K2 at K Station,concrete,Chicago,111.5599976,2013
Left Bank at K Station,concrete,Chicago,111.4100037,2006
Kinzie Park Tower,concrete,Chicago,111.3000031,2001
Ohio Bell Huron Building,steel,Cleveland,111.25,1927
Avenue Southeast First Tower,concrete,Miami,111.1999969,2007
Steuart Tower,steel,San Francisco,111,1976
Echelon at K Station,concrete,Chicago,110.6999969,2008
Manhattan Place,concrete,New York City,110.6399994,1985
InterContinental New York Times Square,concrete,New York City,110.6399994,2010
Pershing Square Building,steel,New York City,110.6399994,1923
1 Times Square,steel,New York City,110.6399994,1996
Rhodes Tower,steel,Cleveland,110.6399994,1971
Royal Capitol Plaza,concrete,Honolulu,110.4000015,1987
240 Riverside Boulevard at Trump Place,concrete,New York City,110.3799973,2004
Hawaiian Monarch Hotel,concrete,Honolulu,110.3499985,1979
Royal Iolani Diamond Head Tower,concrete,Honolulu,110.3399963,1978
Royal Iolani Ewa Tower,concrete,Honolulu,110.3399963,1978
The Waverly at South Beach,concrete,Miami Beach,110.3399963,2001
The Chicagoan,concrete,Chicago,110.3000031,1990
One Illinois Center,concrete,Chicago,110.3000031,1970
Edgewater Plaza North,concrete,Chicago,110,1968
Bay House Miami Residences,concrete,Miami,110,2015
San Diego Marriott Marquis & Marina Tower 1,steel,San Diego,110,1984
San Diego Marriott Marquis & Marina Tower 2,steel,San Diego,110,1987
Edith Green-Wendell Wyatt Federal Building,steel,Portland,110,2013
101 West Ohio,concrete,Indianapolis,109.7699966,1987
Halcyon,concrete,New York City,109.7300034,2015
520 Pike Tower,steel,Seattle,109.7300034,1983
West 8th,steel,Seattle,109.7300034,2009
The Allerton Hotel Chicago,steel,Chicago,109.7300034,1924
250 West Pratt Street,steel,Baltimore,109.7300034,1986
2 East Oak Street,concrete,Chicago,109.6999969,1967
Chestnut Tower,concrete,Chicago,109.6999969,2000
Sheraton Phoenix Downtown,mixed/composite,Phoenix,109.6999969,2008
Walton on the Park South Tower,concrete,Chicago,109.6999969,2010
Escala,concrete,Seattle,109.6999969,2009
Miami-Dade County Courthouse,concrete,Miami,109.6999969,1928
Bank of America Tower,mixed/composite,Phoenix,109.6999969,2000
River Gate Apartments,concrete,New York City,109.1200027,1985
Figueroa Tower,steel,Los Angeles,109,1989
Regents Park South,concrete,Chicago,108.9000015,1972
1600 Museum Park,concrete,Chicago,108.9000015,2009
New World Tower,steel,Miami,108.8000031,1965
Sofitel New York Hotel,concrete,New York City,108.6299973,2000
Eaton Center,concrete,Cleveland,108.5100021,1983
2116 Chestnut,concrete,Philadelphia,108.5,2013
3300 North Central Avenue,steel,Phoenix,108.5,1980
Fifth Street Towers I,mixed/composite,Minneapolis,108.3600006,1987
Westinghouse Tower,steel,Pittsburgh,108.2099991,1970
The Columbia,concrete,New York City,108.1999969,1983
Esquire Plaza,steel,Sacramento,108.1999969,1999
Hunter's Point South Tower 2,concrete,New York City,108,2015
Grand Tower,concrete,Los Angeles,108,1989
101 Second Street,steel,San Francisco,108,1999
160 Riverside Boulevard at Trump Place,concrete,New York City,107.9000015,2001
Azure,concrete,New York City,107.3000031,2010
Post Toscana Apartments,concrete,New York City,107.3000031,2003
Yacht Harbor Tower II,concrete,Honolulu,107,1973
Crowne Plaza Hotel Downtown Seattle,mixed/composite,Seattle,107,1980
Trump International Beach Resort,concrete,Sunny Isles Beach,107,2004
Atrium Two,concrete,Cincinnati,107,1984
KPMG Center,steel,Los Angeles,107,1991
Capitol Square,concrete,Sacramento,106.9800034,1992
Regency Tower,concrete,Honolulu,106.6999969,1974
Malibu Condominiums,concrete,Chicago,106.6999969,1969
The Aqua Waikiki Marina Towers,concrete,Honolulu,106.6999969,1984
Yacht Harbor Tower I,concrete,Honolulu,106.6999969,1972
The Infinity I,concrete,San Francisco,106.6999969,2008
4 Midtown,concrete,Miami,106.6999969,2008
45-40 Center Boulevard,concrete,New York City,106.6999969,2013
Luxor Pyramid,steel,Las Vegas,106.6999969,1993
The Metropolitan,concrete,New York City,106.6999969,2004
Capitol Square,steel,Columbus,106.6999969,1984
Executive Complex,steel,San Diego,106.6999969,1963
Trump Park Avenue,steel,New York City,106.6800003,1929
10 West End,concrete,New York City,106.6800003,2007
Chamber of Commerce Building,steel,New York City,106.6800003,1926
Charles Towers North Apartments,concrete,Baltimore,106.6800003,1967
Legg Mason Tower,concrete,Baltimore,106.6800003,2009
One Utah Center,steel,Salt Lake City,106.6800003,1991
Octavius Tower,steel,Las Vegas,106.6800003,2012
Trinity Building,steel,New York City,106.6800003,1905
Robert T. Matsui Federal Courthouse,steel,Sacramento,106.6800003,1992
Continental Place,concrete,Seattle,106.4000015,1981
First Hill Plaza,concrete,Seattle,106.4000015,1982
Westin Book-Cadillac Detroit,steel,Detroit,106.4000015,1924
Bunker Hill Towers,steel,Los Angeles,106.3799973,1968
601 California Street,steel,San Francisco,106.3799973,1960
Mercedes House,concrete,New York City,106.0999985,2012
Greektown Casino Hotel,concrete,Detroit,106.0999985,2009
The Century,steel,New York City,106.0699997,1931
The Moderne,concrete,Milwaukee,106.0699997,2013
Bank of America Building,steel,New York City,106.0699997,1983
City National Bank Building,steel,Los Angeles,106.0699997,1968
Park Alexandria,concrete,Chicago,105.8399963,2003
Hawaii Prince I,concrete,Honolulu,105.8000031,1990
Hawaii Prince II,concrete,Honolulu,105.8000031,1990
One Renaissance Square,concrete,Phoenix,105.8000031,1986
Henry W. Oliver Building,steel,Pittsburgh,105.8000031,1910
2555 Grand Avenue,steel,Kansas City,105.8000031,2003
Sofitel Chicago Water Tower,concrete,Chicago,105.7900009,2002
Edgewater Plaza South,concrete,Chicago,105.5,1971
Southampton Apartments,concrete,Jersey City,105.5,2000
777 Avenue of the Americas,concrete,New York City,105.5,2001
Plaza Towers Apartments,concrete,New York City,105.4599991,1964
The Majestic,steel,New York City,105.4599991,1931
29 Park Madison,concrete,New York City,105.1999969,2008
New Yorker East Apartments,concrete,New York City,105.1999969,1975
Eight O Five,concrete,Chicago,105.1999969,2015
One Riverside Park,concrete,New York City,105.1999969,2015
Westlake Center,steel,Seattle,105.1999969,1988
Federal Building & J.W. McCormack Post,steel,Boston,105.1999969,1931
La Gorce Palace,concrete,Miami Beach,105.0999985,1996
Nine O Nine Kapiolani,concrete,Honolulu,105,2007
Sessanta,concrete,New York City,105,2009
Three PNC Plaza,mixed/composite,Pittsburgh,105,2010
Three Gateway Center,steel,Pittsburgh,104.9000015,1952
The Avery,concrete,New York City,104.8499985,2008
The Wilshire,concrete,Los Angeles,104.8499985,1990
Land Title Building Annex,steel,Philadelphia,104.8499985,1902
The Atlantic,concrete,Jersey City,104.8000031,1998
Hyatt Regency McCormick Place,concrete,Chicago,104.8000031,1998
414 Water Street,concrete,Baltimore,104.75,2008
5 Penn Plaza,steel,New York City,104.5500031,1916
HarborView Condominium,concrete,Baltimore,104.4000015,1993
Four Points by Sheraton - Midtown Times Square,concrete,New York City,104.25,2009
301 East 50th Street,concrete,New York City,104.25,2015
Ellison Building,mixed/composite,Boston,104.1999969,1992
Regents Park North,concrete,Chicago,104.1800003,1974
Freeport-McMoRan Center,mixed/composite,Phoenix,104.1399994,2009
Tower East Apartments,concrete,New York City,104,1962
Hilton Hotel at 54th,concrete,New York City,103.9400024,2013
Grovenor House,concrete,Miami,103.9000015,2006
The Yacht Club at Portofino,concrete,Miami Beach,103.9000015,1999
Distrikt Hotel,concrete,New York City,103.9000015,2009
First National Building,steel,Detroit,103.9000015,1930
Phoenix Corporate Center,concrete,Phoenix,103.9000015,1965
Wall Street Exchange Building,steel,New York City,103.9000015,1903
100 Washington Square,concrete,Minneapolis,103.8399963,1981
Ariel West,concrete,New York City,103.6299973,2008
Chicago Hilton & Towers,steel,Chicago,103.6299973,1927
Merchandise Mart,steel,Chicago,103.6299973,1930
Two Rector Street,steel,New York City,103.5999985,1907
3150 North Lake Shore Drive,concrete,Chicago,103.3300018,1963
Windsor on the Lake,concrete,Austin,103.3300018,2008
Verizon Building,steel,Pittsburgh,103.3000031,1931
1550 North Lake Shore Drive Apartments,concrete,Chicago,103,1960
Flamingo Resort Residences III,concrete,Miami Beach,103,2001
255 East 74th Street,concrete,New York City,103,2009
University Hall,concrete,Chicago,103,1965
Bank of Tokyo Building,steel,New York City,103,1896
1001 Woodward,steel,Detroit,103,1965
The Bryant Park Hotel,steel,New York City,103,1924
McKnight Tower Apartments,concrete,Minneapolis,102.8300018,1973
Circus Circus West Tower,concrete,Las Vegas,102.6999969,1996
The Concerto,concrete,New York City,102.6999969,1991
The Floridian,concrete,Miami Beach,102.6999969,1997
200 East Delaware,concrete,Chicago,102.4100037,1972
Century Tower,concrete,Chicago,102.4100037,1930
Loop Transportation Center,concrete,Chicago,102.4100037,1985
Twelve Atlantic Station,concrete,Atlanta,102.4100037,2005
Courts Brickell Key,concrete,Miami,102.4000015,2002
875 Avenue of the Americas,steel,New York City,102.4000015,1927
Elm Street Plaza,concrete,Chicago,102.1100006,1974
The Oliver Cromwell,concrete,New York City,102.1100006,1927
99 Wall Street,steel,New York City,102.1100006,1931
The Veneto,concrete,New York City,102.0999985,2007
Cielo,mixed/composite,Seattle,102.0999985,2015
410 Building,mixed/composite,Denver,102.0999985,1978
The Grandview,concrete,Atlanta,102,1990
990 North Lake Shore Drive,concrete,Chicago,102,1973
3 Columbus Circle,steel,New York City,102,2011
35XV Residences,mixed/composite,New York City,102,2015
Beneficial Financial Group Tower,steel,Salt Lake City,102,1998
Staybridge Suites Times Square - New York City,concrete,New York City,101.8000031,2009
The Impala,concrete,New York City,101.8000031,2001
Transunion Building,concrete,Chicago,101.8000031,1961
Newport Lofts,steel,Las Vegas,101.8000031,2007
1212 North Lake Shore Drive,concrete,Chicago,101.5,1969
2500 North Lakeview,concrete,Chicago,101.5,1974
CNA Plaza North,steel,Chicago,101.5,1962
U.S. Federal Courthouse,steel,San Diego,101.5,2012
Bridgeview,concrete,San Francisco,101.4199982,2002
Inland Steel Building,steel,Chicago,101.3000031,1958
Plaza Venetia Hotel,concrete,Miami,101.1999969,1979
Miami Marriott Biscayne Bay,concrete,Miami,101.1999969,1979
220 West 41st Street,concrete,New York City,101.1999969,2015
Concerto Tower 1,concrete,Los Angeles,101.1999969,2009
Concord City Centre,steel,Chicago,101.1999969,1927
Mayfair Towers,steel,New York City,101.1900024,1964
270 Broadway,steel,New York City,101.1900024,1930
Banyan Tree Plaza,concrete,Honolulu,101,1974
The Octavia,concrete,New York City,101,1985
W Downtown Atlanta Hotel & Residences,concrete,Atlanta,100.9000015,2009
Gold Coast Galleria,concrete,Chicago,100.8899994,1991
180 Montague Street,concrete,New York City,100.8799973,2000
Park East Tower,concrete,St. Louis,100.6600037,2007
Post Oak,concrete,Houston,100.5999985,2014
2 Wall Street,steel,New York City,100.5999985,1933
Frick Building,steel,Pittsburgh,100.5999985,1902
Suffolk County Courthouse,steel,Boston,100.5999985,1939
Cosmopolitan,concrete,Seattle,100.5899963,2007
525 West Monroe Street,concrete,Chicago,100.5899963,1983
Charles Center South,steel,Baltimore,100.5899963,1975
ADA Building,mixed/composite,Chicago,100.5899963,1965
Montebello,concrete,Houston,100.5800018,2004
55 Second Street,steel,San Francisco,100.5800018,2002
150 California Street,steel,San Francisco,100.5800018,1999
Museum Park Place 2,concrete,Chicago,100.4000015,2009
South Shore Beach Apartments,concrete,Chicago,100.3000031,1965
292 Madison Avenue,steel,New York City,100.3000031,1923
Two Northside Piers,concrete,New York City,100.2799988,2009
44 Wall Street,steel,New York City,100.25,1926
840 North Lake Shore Drive,concrete,Chicago,100.1800003,2004
Michigan Terrace Condominiums,concrete,Chicago,100,1963
29-07 Queens Plaza North,concrete,New York City,100,2015
The Laurel,concrete,New York City,100,2009
Forte Condominiums,concrete,New York City,100,2007
LVMH Tower,steel,New York City,100,1999
225 Bush Street,steel,San Francisco,100,1922
Eighteen Eighty Eight Building,steel,Los Angeles,100,1971
1240 North Lake Shore Drive,concrete,Chicago,99.98000336,1971
300 West 6th Street,concrete,Austin,99.97000122,2002
Brickell City Tower,concrete,Miami,99.90000153,1986
530 North Lake Shore Drive,concrete,Chicago,99.87000275,2003
Marquette Place,concrete,Minneapolis,99.80000305,1985
Audubon Tower,concrete,New York City,99.69999695,1964
Park Tower,concrete,New York City,99.69999695,1964
St. Nicholas Tower,concrete,New York City,99.69999695,1964
Wadsworth Tower,concrete,New York City,99.69999695,1964
545 8th Avenue,steel,New York City,99.69999695,1927
The Tower,mixed/composite,Los Angeles,99.69999695,1988
43 Exchange Place,steel,New York City,99.66999817,1903
The Seville,concrete,New York City,99.40000153,2002
MyBrickell,concrete,Miami,99.40000153,2014
Daniels & Fisher Tower,steel,Denver,99.09999847,1910
The Breakers at Edgewater Beach,concrete,Chicago,99.05999756,1987
The John Ross Tower,concrete,Portland,99.05999756,2007
Mirabella,concrete,Portland,99.05999756,2010
The Ardea,concrete,Portland,99.05999756,2008
TradeMark,concrete,Charlotte,99.05999756,2007
Abington House on the Highline,concrete,New York City,99,2014
Fairfield Inn New York/Manhattan Financial District,concrete,New York City,99,2015
The Lancaster,concrete,Chicago,98.80999756,2005
American Towers Condominiums North Tower,concrete,Salt Lake City,98.76000214,1982
American Towers Condominiums South Tower,concrete,Salt Lake City,98.76000214,1982
Chrysler House,steel,Detroit,98.59999847,1913
The Lara,concrete,New York City,98.44999695,2014
Hunter-Dulin Building,steel,San Francisco,98.25,1926
Harris Bank Addition I,steel,Chicago,98.19999695,1960
Macy's Addition,steel,New York City,98.15000153,1924
Americana Towers,concrete,Chicago,98,1970
1212 South Michigan,concrete,Chicago,98,1982
36 East Seventh Street,concrete,Cincinnati,98,1989
McCormack Building,steel,Boston,98,1975
River View I,concrete,Chicago,97.98999786,2000
1133 North Dearborn,concrete,Chicago,97.88999939,1988
US Bank Plaza II,concrete,Minneapolis,97.87000275,1981
Flagler on the River,concrete,Miami,97.83999634,2014
The Avalon Riverview,concrete,New York City,97.83999634,2002
Gotham West,concrete,New York City,97.83999634,2013
AT&T Building,steel,Indianapolis,97.83999634,1932
Liberty Luxe,concrete,New York City,97.54000092,2011
Westin Michigan Avenue,concrete,Chicago,97.54000092,1972
Kroger Building,concrete,Cincinnati,97.54000092,1954
World Trade Center at City Creek,steel,Salt Lake City,97.54000092,1986
East Hampton,concrete,Jersey City,97.5,1999
Avalon Exeter,steel,Boston,97.5,2014
519 8th Avenue,steel,New York City,97.5,1927
Sayan Condominium,concrete,Sunny Isles Beach,97.25,2006
The Vermont West Tower,concrete,Los Angeles,97.09999847,2014
London Guarantee Building,steel,Chicago,97.01999664,1923
The Riverside,concrete,Jersey City,97,1998
United States Realty Building,steel,New York City,97,1907
Seattle Tower,steel,Seattle,96.90000153,1929
Bryant Building,steel,Kansas City,96.90000153,1931
East Coast Tower II,concrete,New York City,96.31999969,2008
Prentice Women's Hospital,mixed/composite,Chicago,96.31999969,2007
One Tequesta Point,concrete,Miami,96,1995
Michigan Avenue Tower I,concrete,Chicago,95.76000214,2005
505 LaGuardia Place,concrete,New York City,95.69999695,1966
McCormick Building,steel,Chicago,95.69999695,1912
Park Plaza Apartments,steel,St. Louis,95.5,1931
AT&T Center,steel,Milwaukee,95.40000153,1924
777 South State,concrete,Chicago,95.09999847,1984
550 St. Clair,concrete,Chicago,95.09999847,2008
Roberts Tower at Mayfair Plaza,concrete,St. Louis,95.09999847,2010
Hilton Suites Chicago,concrete,Chicago,95,1990
4Marq,concrete,Minneapolis,94.79000092,2015
theWit Hotel,concrete,Chicago,94.79000092,2009
Capital Center South Tower,concrete,Indianapolis,94.79000092,1987
Rand Tower,steel,Minneapolis,94.68000031,1929
Michigan Avenue Tower II,concrete,Chicago,94.66999817,2009
West 57th Street by Hilton Club,concrete,New York City,94.5,2009
Kalia Tower,steel,Honolulu,94.5,2001
Skye Building,steel,Charlotte,94.5,2013
3601 Market Street,concrete,Philadelphia,94.30000305,2015
Omni Hotel CNN Center Expansion,concrete,Atlanta,94.27999878,2003
Society Hill Towers I,concrete,Philadelphia,94.18000031,1964
Society Hill Towers II,concrete,Philadelphia,94.18000031,1964
Society Hill Towers III,concrete,Philadelphia,94.18000031,1964
1440 Broadway,steel,New York City,94.18000031,1925
ICON,steel,Philadelphia,94.18000031,1929
Plymouth Towers Apartments,concrete,New York City,94,1977
201 Pearl Street,concrete,New York City,94,2009
EnV,concrete,Chicago,94,2010
Purves I,concrete,New York City,93.90000153,2015
James R. Thompson Center,steel,Chicago,93.90000153,1985
McDonald Investment Center,steel,Cleveland,93.87999725,1968
New York Cotton Exchange Building,steel,New York City,93.87999725,1924
University of Texas Tower,steel,Austin,93.59999847,1937
Lever House,steel,New York City,93.56999969,1952
Atlantic Terminal Houses 1,concrete,New York City,93.26999664,1976
SoNo West Tower,concrete,Chicago,93.19999695,2009
Metropolitan Tower,steel,Seattle,93,2001
Towers of Bay Ridge West,concrete,New York City,93,1972
Circus Circus Skyrise Tower,concrete,Las Vegas,93,1986
Four Gateway Center,steel,Pittsburgh,93,1960
Midtown Towers,steel,Pittsburgh,93,1907
Statue of Liberty,steel,New York City,93,1886
Omni William Penn Hotel,steel,Pittsburgh,92.94999695,1916
The National,steel,Chicago,92.34999847,1907
The Riverhouse,concrete,New York City,92.05000305,2008
Riverside Plaza,steel,Chicago,92.05000305,1929
Hilton Indianapolis,concrete,Indianapolis,92.05000305,1971
Kukui Plaza Diamond Ewa Tower,concrete,Honolulu,92,1976
Kukui Plaza Diamond Head Tower,concrete,Honolulu,92,1976
International Tower,steel,Los Angeles,92,1985
Michigan Avenue Lofts,steel,Chicago,92,1911
Hotel Ivy + Residences,concrete,Minneapolis,91.91999817,2008
1111 North Dearborn,concrete,Chicago,91.75,1981
Clark Building,steel,Pittsburgh,91.75,1928
Oliver Street Tower,steel,Boston,91.75,1991
55 Public Square,mixed/composite,Cleveland,91.44000244,1958
One Light,concrete,Kansas City,91.40000153,2015
The Carlyle,steel,Pittsburgh,91.40000153,1906
Commonwealth Building,steel,Pittsburgh,91.40000153,1906
Pacific Building,steel,Seattle,91.19999695,1971
East Coast Tower I,concrete,New York City,91.13999939,2006
Silver Tower I,concrete,New York City,91.09999847,1966
Silver Tower II,concrete,New York City,91.09999847,1966
200 Chambers Street,concrete,New York City,91.09999847,2007
Viceroy New York,concrete,New York City,91.09999847,2013
Astor Tower,concrete,Chicago,91.09999847,1962
Georgia Power Company Headquarters,steel,Atlanta,91,1981
W Hotel Chicago Lakeshore,concrete,Chicago,90.83000183,1964
The Edge South Tower,concrete,New York City,90.83000183,2009
Central Tower,steel,San Francisco,90.83000183,1938
5444 Westheimer Road,steel,Houston,90.83000183,1979
River North Marriott Suites,concrete,Chicago,90.68000031,2008
One Northside Piers,concrete,New York City,90.52999878,2008
Feinberg Pavillion,mixed/composite,Chicago,90.52999878,1997
Beacon Tower,mixed/composite,New York City,90.51999664,2007
The Olivian,concrete,Seattle,90.5,2009
575 8th Avenue,steel,New York City,90.5,1926
Sunset Vine Tower,mixed/composite,Los Angeles,90.5,2007
717 Olympic,concrete,Los Angeles,90.25,2008
Starrett-Lehigh Building,steel,New York City,90.22000122,1931
Rego Park Center Tower,concrete,New York City,89.91999817,2015
Riley Towers I,concrete,Indianapolis,89.91999817,1963
Riley Towers II,concrete,Indianapolis,89.91999817,1963
Noble Square Co-op,concrete,Chicago,89.91999817,1969
Hess Building,steel,New York City,89.91999817,1913
Grant Park Tower,concrete,Minneapolis,89.61000061,2004
Hyatt Centric,steel,Chicago,89.61000061,1927
Wrigley Building North Addition,steel,Chicago,89.59999847,1925
Gateway Towers The Condominium,concrete,Pittsburgh,89.30000305,1964
Hilton Seattle,steel,Seattle,89.30000305,1970
Marquee Michigan Avenue,concrete,Chicago,89.09999847,2008
Erie on the Park,steel,Chicago,89.09999847,2002
1418 North Lake Shore Drive,concrete,Chicago,89,1983
Towers of Bay Ridge East,concrete,New York City,89,1972
Randolph-Wells Building,steel,Chicago,89,1928
Chelsea Arts Tower,concrete,New York City,89,2007
Legacy at Memorial,concrete,Houston,88.69999695,2009
Park Place Tower,steel,New York City,88.69999695,1895
Consumers Building,steel,Chicago,88.69999695,1913
Renaissance Blackstone,steel,Chicago,88.40000153,1910
551 West 21st Street,concrete,New York City,88.38999939,2015
Astor House,concrete,Chicago,88.23000336,1969
MDA City Apartments,steel,Chicago,88.19999695,1927
Museum Pointe,concrete,Chicago,88.09999847,2005
Emerson Tower,steel,Baltimore,88.09999847,1911
Metropolitan Correctional Center,concrete,Chicago,88.08999634,1975
